MEND_ID,PAAX_ID,GW_ID,ActorName,actor_classification_mend,actor_classification
POL_1286,POL_1286,775,Wa National Organisation,POL,POL
POL_1286,POL_1286,775,WNA,POL,POL
POL_130,POL_130,520,United Somali Party,POL,POL
POL_1325,POL_1325,438,La Mouvance,POL,POL
POL_1333,POL_1333,482,Democratic Opposition,POL,POL
POL_1360,POL_1360,840,Communist Party of the Philippines,POL,POL
POL_145,POL_145,790,Communist Party of Nepal (Maoist Centre),POL,POL
POL_145,POL_145,790,CPN (Maoist),POL,POL
POL_147,POL_147,790,Communist Party of Nepal (Unified MarxistâLeninist),POL,POL
POL_147,POL_147,790,CPN (UML),POL,POL
POL_148,POL_148,790,Nepali Congress,POL,POL
POL_149,POL_149,790,Nepal Sadbhavana Party,POL,POL
POL_150,POL_150,790,Nepal Majdoor Kisan Party,POL,POL
POL_151,POL_151,790,People's Front Nepal,POL,POL
POL_153,POL_153,790,Nepal Socialist Party,POL,POL
POL_154,POL_154,790,NepalÂ Workers' and Peasants' Party,POL,POL
POL_187,POL_187,230,Spanish Socialist Workers Party,POL,POL
POL_191,POL_191,100,Political Parties,POL,POL
POL_194,POL_194,100,Revolutionary Workerâs Party,POL,POL
POL_208,POL_208,560,Solidarity,POL,POL
POL_209,POL_209,560,SA Communist Party,POL,POL
POL_210,POL_210,560,Inkatha Freedom Party,POL,POL
POL_211,POL_211,560,United People's Front,POL,POL
POL_212,POL_212,560,Democratic Party,POL,POL
POL_214,POL_214,560,Ximoko Progressive Party,POL,POL
POL_217,POL_217,560,Dikwankwetla Party,POL,POL
POL_218,POL_218,560,Intando Yesizwe Party,POL,POL
POL_219,POL_219,560,Inyandza National Movement,POL,POL
POL_220,POL_220,560,Labour Party SA,POL,POL
POL_222,POL_222,560,African National Congress,POL,POL
POL_222,POL_222,560,ANC,POL,POL
POL_223,POL_223,560,Natal / Tvl Indian Congress,POL,POL
POL_224,POL_224,560,National Party,POL,POL
POL_225,POL_225,560,National People's Party,POL,POL
POL_23,POL_23,481,PGP,POL,POL
POL_23,POL_23,481,Progress Party of Gabon,POL,POL
POL_236,POL_236,437,MFA,POL,POL
POL_236,POL_236,437,Movement of the Forces of the Future,POL,POL
POL_239,POL_239,437,Ivorian Workers' Party,POL,POL
POL_239,POL_239,437,PIT,POL,POL
POL_24,POL_24,481,MESP,POL,POL
POL_24,POL_24,481,Peopleâs Socialist Emancipation Movement,POL,POL
POL_242,POL_242,437,UDCPI,POL,POL
POL_242,POL_242,437,Union for Democracy and Peace inÂ Ivory Coast,POL,POL
POL_243,POL_243,437,Democratic Party of Ivory Coast â African Democratic Rally,POL,POL
POL_243,POL_243,437,PDCI-RDA,POL,POL
POL_245,POL_245,437,Citizens' Democratic Union,POL,POL
POL_245,POL_245,437,UDCY,POL,POL
POL_246,POL_246,811,FUNCINPEC,POL,POL
POL_25,POL_25,481,African Forum for Reconstruction,POL,POL
POL_25,POL_25,481,FAR,POL,POL
POL_26,POL_26,481,MORENA,POL,POL
POL_26,POL_26,481,National Recovery Movement,POL,POL
POL_27,POL_27,481,ADERE,POL,POL
POL_27,POL_27,481,Democratic & Republican Alliance,POL,POL
POL_28,POL_28,481,Independent Centre Party of Gabon,POL,POL
POL_28,POL_28,481,PGCI,POL,POL
POL_29,POL_29,481,CDJ,POL,POL
POL_29,POL_29,481,Democratic Justice Congress,POL,POL
POL_30,POL_30,481,Democratic Party of Gabon,POL,POL
POL_30,POL_30,481,PDG,POL,POL
POL_305,POL_305,811,Democratic Kampuchea,POL,POL
POL_31,POL_31,481,PSD,POL,POL
POL_31,POL_31,481,Social Democratic Party,POL,POL
POL_310,POL_310,678,Yemeni Socialist Party,POL,POL
POL_310,POL_310,678,YSP,POL,POL
POL_311,POL_311,678,General People's Congress,POL,POL
POL_311,POL_311,678,GPC,POL,POL
POL_319,POL_319,516,Independent Labor Party,POL,POL
POL_319,POL_319,516,PIT,POL,POL
POL_32,POL_32,481,PUP-CRISE,POL,POL
POL_32,POL_32,481,United Peopleâs Party,POL,POL
POL_320,POL_320,516,Union for National Progress,POL,POL
POL_320,POL_320,516,UPRONA,POL,POL
POL_321,POL_321,516,FRODEBU,POL,POL
POL_321,POL_321,516,Front for Democracy in Burundi,POL,POL
POL_322,POL_322,516,Rally for the People of Burundi,POL,POL
POL_322,POL_322,516,RPB,POL,POL
POL_323,POL_323,516,ANADDE,POL,POL
POL_323,POL_323,516,National Alliance for Law and Economic Development,POL,POL
POL_325,POL_325,516,Inkinzo,POL,POL
POL_325,POL_325,516,Pan Africanist Socialist Movement-Inkinzo,POL,POL
POL_326,POL_326,516,People's Party,POL,POL
POL_326,POL_326,516,PP,POL,POL
POL_327,POL_327,516,Liberal Party,POL,POL
POL_327,POL_327,516,PL,POL,POL
POL_328,POL_328,516,RADDES,POL,POL
POL_328,POL_328,516,Rally for Democracy and Economic and Social Development,POL,POL
POL_329,POL_329,516,Alliance of the Valiant,POL,POL
POL_329,POL_329,516,AV-INTWARI,POL,POL
POL_33,POL_33,481,CLR,POL,POL
POL_33,POL_33,481,Liberal Reform Convention,POL,POL
POL_330,POL_330,516,Palipehutu,POL,POL
POL_331,POL_331,516,People's Reconciliation Party,POL,POL
POL_331,POL_331,516,PRP,POL,POL
POL_332,POL_332,516,PARENA,POL,POL
POL_332,POL_332,516,Party for National Recovery,POL,POL
POL_334,POL_334,516,ABASA,POL,POL
POL_334,POL_334,516,Burundo-African Alliance for Salvation,POL,POL
POL_34,POL_34,481,National Assembly of Foresters,POL,POL
POL_34,POL_34,481,RNB,POL,POL
POL_342,POL_342,910,Bougainville Peoples Congress,POL,POL
POL_35,POL_35,481,Gabon Peopleâs Union,POL,POL
POL_35,POL_35,481,UPG,POL,POL
POL_362,POL_362,450,Liberia National Union,POL,POL
POL_363,POL_363,450,Equal Rights Party,POL,POL
POL_364,POL_364,450,United People's Party,POL,POL
POL_365,POL_365,450,True Whig Party,POL,POL
POL_366,POL_366,450,All-Liberian Coalition Party,POL,POL
POL_367,POL_367,450,Reformation Alliance Party,POL,POL
POL_368,POL_368,450,Progressive Peoples Party,POL,POL
POL_369,POL_369,450,National Reform Party,POL,POL
POL_37,POL_37,481,PARI,POL,POL
POL_37,POL_37,481,Radical Independent Republican Party,POL,POL
POL_370,POL_370,450,Free Democracy Party,POL,POL
POL_373,POL_373,450,New Deal Movement,POL,POL
POL_374,POL_374,450,National Democratic Party,POL,POL
POL_376,POL_376,450,Liberian Action Party,POL,POL
POL_378,POL_378,450,People's Democratic Party,POL,POL
POL_379,POL_379,450,National Patriotic Party,POL,POL
POL_38,POL_38,481,APSG,POL,POL
POL_38,POL_38,481,Gabon Association for Socialism,POL,POL
POL_380,POL_380,450,Unity Party,POL,POL
POL_381,POL_381,450,Liberians People's Party,POL,POL
POL_382,POL_382,450,Labor Party,POL,POL
POL_383,POL_383,450,Liberia Unification Party,POL,POL
POL_39,POL_39,481,PUP,POL,POL
POL_39,POL_39,481,Unity Peopleâs Party,POL,POL
POL_396,POL_396,437,Democratic Party ofÂ Ivory Coast,POL,POL
POL_396,POL_396,437,PDCI,POL,POL
POL_40,POL_40,481,Socialist Union of Gabon,POL,POL
POL_40,POL_40,481,USG,POL,POL
POL_401,POL_401,860,Pro-Integration Party,POL,POL
POL_403,POL_403,339,Democratic Party of Albanians,POL,POL
POL_404,POL_404,343,Social Democratic Union of Macedonia,POL,POL
POL_422,POL_422,482,MLPC,POL,POL
POL_422,POL_422,482,Movement for the Liberation of the Central African People,POL,POL
POL_424,POL_424,482,Movement for Democracy and Development,POL,POL
POL_426,POL_426,482,Alliance for Democracy and Progress,POL,POL
POL_427,POL_427,482,Civic Forum,POL,POL
POL_432,POL_432,482,Patritotic Front for Progress,POL,POL
POL_442,POL_442,700,Harkat-e-Inquilab-e-Islami,POL,POL
POL_443,POL_443,700,Hezbe Wahdat,POL,POL
POL_444,POL_444,700,Etelaf-e Milli,POL,POL
POL_445,POL_445,700,Jamayat-E-Islami,POL,POL
POL_445,POL_445,700,Jamiat,POL,POL
POL_446,POL_446,700,Ittehad-e-Islami,POL,POL
POL_448,POL_448,700,National Islamic Front of Afghanistan,POL,POL
POL_449,POL_449,482,Central African Democratic Rally,POL,POL
POL_449,POL_449,482,RDC,POL,POL
POL_464,POL_464,626,South Sudan United Democratic Front,POL,POL
POL_464,POL_464,626,UDSF,POL,POL
POL_467,POL_467,,SDLP,POL,POL
POL_467,POL_467,,Social Democratic Labour Party,POL,POL
POL_468,POL_468,,Progressive Unionist Party,POL,POL
POL_468,POL_468,,PUP,POL,POL
POL_469,POL_469,,UDP,POL,POL
POL_469,POL_469,,Ulster Democratic Party,POL,POL
POL_470,POL_470,,Ulster Unionist Party,POL,POL
POL_470,POL_470,,UUP,POL,POL
POL_471,POL_471,,NI Labour Coalition,POL,POL
POL_472,POL_472,,SF,POL,POL
POL_472,POL_472,,Sinn Fein,POL,POL
POL_473,POL_473,,AP,POL,POL
POL_473,POL_473,,The Alliance Party of Northern Ireland,POL,POL
POL_499,POL_499,501,Orange Democratic Movement,POL,POL
POL_501,POL_501,90,FAN,POL,POL
POL_501,POL_501,90,National Advancement Front Party,POL,POL
POL_504,POL_504,90,MAS,POL,POL
POL_504,POL_504,90,Solidarity Action Movement,POL,POL
POL_505,POL_505,90,MLN,POL,POL
POL_505,POL_505,90,National Liberation Movement,POL,POL
POL_506,POL_506,90,National Renewal Party,POL,POL
POL_506,POL_506,90,PNR,POL,POL
POL_507,POL_507,90,PSD,POL,POL
POL_507,POL_507,90,Socialist Party,POL,POL
POL_515,POL_515,660,The Future Movement,POL,POL
POL_517,POL_517,660,Progressive Socialist Party,POL,POL
POL_518,POL_518,652,Syrian Social Nationalist Party,POL,POL
POL_519,POL_519,660,Lebanese Democrat Party,POL,POL
POL_520,POL_520,660,Amal Movement,POL,POL
POL_522,POL_522,570,Marematlou Freedom Party,POL,POL
POL_523,POL_523,570,Lesotho Workers Party,POL,POL
POL_524,POL_524,570,All Basotho Convention,POL,POL
POL_525,POL_525,570,Lesotho People's Congress,POL,POL
POL_526,POL_526,570,Batotho National Party,POL,POL
POL_527,POL_527,570,Popular Front for Democracy,POL,POL
POL_528,POL_528,570,Basotho Democratic National Party,POL,POL
POL_530,POL_530,570,Basotho Batho Democratic Party,POL,POL
POL_531,POL_531,790,Unified Communist Party of Nepal,POL,POL
POL_538,POL_538,625,National Congress Party,POL,POL
POL_547,POL_547,483,National Movement,POL,POL
POL_548,POL_548,,Democratic Unionist Party,POL,POL
POL_548,POL_548,,DUP,POL,POL
POL_559,POL_559,775,Rakhine State Liberation Party,POL,POL
POL_559,POL_559,775,RSLP,POL,POL
POL_578,POL_578,552,Zimbabwe African National Union â Patriotic Front,POL,POL
POL_579,POL_579,552,Movement for Democratic Change,POL,POL
POL_581,POL_581,626,All Political Parties Conference,POL,POL
POL_581,POL_581,626,APPC,POL,POL
POL_584,POL_584,461,Action Committee for Renewal,POL,POL
POL_584,POL_584,461,CAR,POL,POL
POL_643,POL_643,615,FLN,POL,POL
POL_643,POL_643,615,National Liberation Front,POL,POL
POL_644,POL_644,615,FFS,POL,POL
POL_644,POL_644,615,Socialist Forces Front,POL,POL
POL_645,POL_645,615,MDA,POL,POL
POL_645,POL_645,615,Movement for Democracy in Algeria,POL,POL
POL_646,POL_646,615,PT,POL,POL
POL_646,POL_646,615,Workers Party,POL,POL
POL_655,POL_655,625,National Democratic Alliance,POL,POL
POL_659,POL_659,100,Communist Party of Colombia (MarxistâLeninist),POL,POL
POL_661,POL_661,100,National Salvation Movement,POL,POL
POL_662,POL_662,100,Colombian Conservative Party,POL,POL
POL_693,POL_693,461,PAD,POL,POL
POL_693,POL_693,461,Party of the pure-Action on Development,POL,POL
POL_694,POL_694,461,UDS,POL,POL
POL_694,POL_694,461,Union for the Democracy and Solidarity,POL,POL
POL_695,POL_695,461,Democratic party pure Unite,POL,POL
POL_695,POL_695,461,PDU,POL,POL
POL_696,POL_696,461,Party for Democracy and Renewal,POL,POL
POL_696,POL_696,461,PDR,POL,POL
POL_697,POL_697,461,Togolese Union for Democracy,POL,POL
POL_697,POL_697,461,UTD,POL,POL
POL_698,POL_698,461,Convention African Peoples Democratic,POL,POL
POL_698,POL_698,461,FDC,POL,POL
POL_702,POL_702,461,CPP,POL,POL
POL_702,POL_702,461,Panafrican Patriotic Convention,POL,POL
POL_705,POL_705,461,CDPA,POL,POL
POL_705,POL_705,461,Democratic Convention of African People,POL,POL
POL_736,POL_736,678,Yemeni Congregation for Reform,POL,POL
POL_737,POL_737,678,Solidarity Council and the Freedom Bloc,POL,POL
POL_738,POL_738,678,Al - Haqq,POL,POL
POL_743,POL_743,692,Political Societies,POL,POL
POL_798,POL_798,775,National League for Democracy,POL,POL
POL_798,POL_798,775,NLD,POL,POL
POL_799,POL_799,775,Nationalities Brotherhood Federation,POL,POL
POL_799,POL_799,775,NBF,POL,POL
POL_800,POL_800,775,FDA,POL,POL
POL_800,POL_800,775,Federal Democracy Alliance,POL,POL
POL_801,POL_801,775,UNA,POL,POL
POL_801,POL_801,775,United Nationalities Alliance,POL,POL
POL_802,POL_802,775,National Unity Party,POL,POL
POL_802,POL_802,775,NUP,POL,POL
POL_803,POL_803,775,Union Solidarity and Development Party,POL,POL
POL_803,POL_803,775,USDP,POL,POL
POL_833,POL_833,344,Croatian Democratic Union,POL,POL
POL_840,POL_840,570,National Independent Party,POL,POL
POL_841,POL_841,570,Democratic Congress,POL,POL
POL_842,POL_842,570,Basotho National African Congress,POL,POL
POL_843,POL_843,570,Basotho Congress Party,POL,POL
POL_844,POL_844,570,African Unity Movement,POL,POL
POL_845,POL_845,570,All Democratic Cooperation,POL,POL
POL_846,POL_846,570,Basotho National Party,POL,POL
POL_847,POL_847,570,Lesotho Congress for Democracy,POL,POL
POL_850,POL_850,570,Basutoland Congress Party,POL,POL
POL_866,POL_866,790,Terai Madhesh Loktantrik Party,POL,POL
POL_867,POL_867,790,Madhesi Janadhikar Forum,POL,POL
POL_868,POL_868,625,NationalÂ Umma Party,POL,POL
POL_877,POL_877,652,Arab Baath Socialist Party,POL,POL
POL_878,POL_878,678,Union of Popular Forces,POL,POL
POL_879,POL_879,678,Al-Rashad Union,POL,POL
POL_880,POL_880,678,Popular Unificationist Nasserite Organization,POL,POL
POL_881,POL_881,678,Unionist Union Party,POL,POL
POL_882,POL_882,678,Justice and Construction Party,POL,POL
POL_883,POL_883,645,Patriotic Union of Kurdistan,POL,POL
POL_886,POL_886,482,KNK,POL,POL
POL_886,POL_886,482,Kwa Na Kwa,POL,POL
POL_887,POL_887,482,Rally for the Republic,POL,POL
POL_887,POL_887,482,RPR,POL,POL
POL_888,POL_888,482,Union for Central African Renewal,POL,POL
POL_888,POL_888,482,URCA,POL,POL
POL_893,POL_893,490,Political Opposition,POL,POL
POL_916,POL_916,775,Political Parties Representatives,POL,POL
POL_920,POL_920,626,United Democratic Salvation Front,POL,POL
POL_922,POL_922,626,United Sudan African Party,POL,POL
POL_923,POL_923,626,United Democratic Party,POL,POL
POL_957,POL_957,775,Political Parties Group,POL,POL
POL_994,POL_994,346,NiP,POL,POL
POL_994,POL_994,346,People and Justice,POL,POL
POL_996,POL_996,346,NES,POL,POL
POL_996,POL_996,346,People's European Union of Bosnia and Herzegovina,POL,POL
POL_997,POL_997,346,SDP,POL,POL
POL_997,POL_997,346,Social Democratic Party of Bosnia and Herzegovina,POL,POL
POL_998,POL_998,346,NS,POL,POL
POL_998,POL_998,346,Our Party,POL,POL
POL_999,POL_999,346,Democratic Front,POL,POL
POL_999,POL_999,346,DF,POL,POL
CON_289,CON_289,630,Iran,CON,Country/State
MEND-76,,,RJMEC,,
MEND-76,,,Reconstituted Joint Monitoring and Evaluation Commission (RJMEC),,
MEND-77,,,International Institute for Democracy and Electoral Assistance,,
MEND-78,,,African Diplomatic Corps,,
MEND-79,,,UN Women,,
MEND-80,,,WIPC,,
MEND-80,,,Women's International Peace Centre,,
MEND-81,,,Cordaid International,,
MEND-82,,,Norwegian Church Aid,,
MEND-83,,,CTSAMVM,,
MEND-83,,,Ceasefire & Transitional Security Arrangements Monitoring & Verification Mechanism,,
MEND-84,,,Alliance of Sahel States (AES),,
MEND-84,,,AES,,
MEND-85,,,Tony Blair Institute for Global Change (TBI),,
MEND-86,,,Somaliland,,
MEND-87,,,Sharaka,,
MEND-88,,,Arab Inter-Parliamentary Union,,
MEND-89,,,Gaza Humanitarian Foundation,,
MEND-90,,,Monaco,,
MEND-91,,,International Atomic Energy Agency (IAEA),,
